Invoice/Item Number,Date,Store Name,Address,City,Zip Code,County,Category Name,Vendor Name,Item Number,Item Description,Bottle Volume (ml),State Bottle Cost,Bottles Sold,Sale,Volume Sold (Liters)
INV-43671900138,2022-01-10,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,CLINTON,SINGLE MALT SCOTCH,pernod ricard usa,5924,glenlivet caribbean reserve,750.0,22.48,3,101.16,2.25
INV-43722000091,2022-01-12,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,STORY,CREAM LIQUEURS,SAZERAC COMPANY  INC,80023,BUFFALO TRACE BOURBON CREAM,750.0,10.4,1,15.6,0.75
INV-43775000123,2022-01-13,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POLK,AMERICAN BRANDIES,heaven hill brands,52316,christian bros brandy,750.0,6.0,12,108.0,9.0
INV-43691300100,2022-01-11,HY-VEE FOOD STORE #4 / SIOUX CITY,2827 HAMILTON BLVD,SIOUX CITY,51104,WOODBURY,AMERICAN FLAVORED VODKA,diageo americas,78128,smirnoff pink lemonade mini,50.0,7.47,12,134.52,0.6
INV-43630300004,2022-01-10,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,SCOTT,STRAIGHT RYE WHISKIES,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,27145,WHISTLEPIG OLD WORLD 12YR,750.0,74.99,6,674.94,4.5
INV-43758100017,2022-01-13,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,STRAIGHT BOURBON WHISKIES,heaven hill brands,18116,evan williams black pet,750.0,,5,63.75,3.75
INV-43744600066,2022-01-12,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301,CLAY,AMERICAN FLAVORED VODKA,jem beverage company,39825,western son blueberry,750.0,9.01,12,162.24,9.0
INV-43625700030,2022-01-07,HY-VEE FORT DODGE WINE AND SPIRITS,1511 2ND AVE NORTH,FORT DODGE,50501,WEBSTER,IMPORTED CORDIALS & LIQUEURS,HEAVEN HILL BRANDS,65195,HPNOTIQ,750.0,10.0,6,90.0,4.5
INV-43681200038,2022-01-11,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,MARSHALL,BLENDED WHISKIES,laird & company,23824,five star,,2.09,6,18.84,2.25
INV-43662500071,2022-01-10,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761,MUSCATINE,CREAM LIQUEURS,diageo americas,67902,baileys deliciously light,750.0,16.49,3,74.22,2.25
INV-43742700032,2022-01-12,HY-VEE FOOD STORE / KEOKUK,3111 MAIN,KEOKUK,52632,LEE,SPICED RUM,heaven hill brands,43028,admiral nelson spiced,1750.0,11.55,12,207.96,21.0
INV-43677900040,2022-01-11,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722,SCOTT,AMERICAN BRANDIES,heaven hill brands,52316,christian bros brandy,750.0,6.0,12,108.0,9.0
INV-43623900026,2022-01-07,HY-VEE FOOD STORE / WEBSTER CITY,823  2ND ST,WEBSTER CITY,50595,HAMILTON,STRAIGHT BOURBON WHISKIES,CAMPARI AMERICA,22175,RUSSELLS RESERVE 10YR,,,3,90.0,2.25
INV-43676200121,2022-01-11,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,POLK,NEUTRAL GRAIN SPIRITS FLAVORED,ole smoky distillery llc,86739,ole smoky apple pie moonshine 70prf mini,50.0,8.75,8,105.04,0.4
INV-43674600017,2022-01-11,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263,DALLAS,SCOTCH WHISKIES,BACARDI USA INC,4868,DEWARS WHITE LABEL SCOTCH,1750.0,26.5,6,238.5,10.5
INV-43631800010,2022-01-10,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POLK,IMPORTED BRANDIES,moet hennessy usa,48105,hennessy vs,375.0,12.49,12,224.88,4.5
INV-43631900065,2022-01-10,HY-VEE FOOD STORE / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POLK,WHISKEY LIQUEUR,sazerac company  inc,64865,fireball cinnamon whiskey pet,,,215,2896.05,161.25
INV-43724400035,2022-01-12,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,JOHNSON,AMERICAN VODKAS,laird & company,35916,five o'clock vodka,750.0,3.37,12,60.72,9.0
INV-43678200084,2022-01-11,HY-VEE #5 / DAVENPORT,2351 W LOCUST,DAVENPORT,52804,SCOTT,AMERICAN FLAVORED VODKA,diageo americas,77847,smirnoff vanilla,750.0,8.25,12,148.56,9.0
INV-43634500054,2022-01-10,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,LINN,BLENDED WHISKIES,diageo americas,25607,seagrams 7 crown,1000.0,,12,144.0,12.0
INV-43654300113,2022-01-10,HY-VEE WINE AND SPIRITS / STORM LAKE,1250 N LAKE ST,STORM LAKE,50588,BUENA VIST,100% AGAVE TEQUILA,"mast-jagermeister us, inc",88372,teremana reposado tequila,750.0,16.43,3,73.95,2.25
INV-43654300020,2022-01-10,HY-VEE WINE AND SPIRITS / STORM LAKE,1250 N LAKE ST,STORM LAKE,50588,BUENA VIST,BLENDED WHISKIES,mccormick distilling co.,24728,mccormick blend whiskey pet,1750.0,8.2,1,12.3,1.75
INV-43616300029,2022-01-07,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,WAPELLO,DISTILLED SPIRITS SPECIALTY,"JAMES JOSEPH SANCTIFIED SPIRITS, LLC / OAK&EDEN",76433,OAK & EDEN BOURBON & SPIRE,750.0,23.33,6,210.0,4.5
INV-43625700026,2022-01-07,HY-VEE FORT DODGE WINE AND SPIRITS,1511 2ND AVE NORTH,FORT DODGE,50501,WEBSTER,SPICED RUM,DIAGEO AMERICAS,43336,CAPTAIN MORGAN ORIGINAL SPICED,750.0,9.06,12,163.08,9.0
INV-43744600045,2022-01-12,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301,CLAY,STRAIGHT BOURBON WHISKIES,jim beam brands,27783,jim beam apple,750.0,11.0,3,49.5,2.25
INV-43771600028,2022-01-13,HY-VEE #2 FOOD STORE / MASON CITY,551 S ILLINOIS AVE,MASON CITY,50401,CERRO GORD,AMERICAN VODKAS,luxco inc,36305,hawkeye vodka pet,750.0,3.34,12,60.12,9.0
INV-43634400041,2022-01-10,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,AMERICAN VODKAS,"trust me vodka, inc.",38221,trust me vodka gluten free,750.0,17.0,6,153.0,4.5
INV-43631000004,2022-01-10,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY DISTILLERY LLC,986730,SOOH OLE SMOKY BLACKBERRY MOONSHINE,750.0,12.5,6,112.5,4.5
INV-43678200025,2022-01-11,HY-VEE #5 / DAVENPORT,2351 W LOCUST,DAVENPORT,52804,SCOTT,CANADIAN WHISKIES,heaven hill brands,11773,black velvet,200.0,,48,112.32,9.6
INV-43676200085,2022-01-11,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,POLK,WHISKEY LIQUEUR,sazerac company  inc,64870,fireball cinnamon whiskey,100.0,0.9,192,259.2,19.2
INV-43775000087,2022-01-13,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POLK,IMPORTED DRY GINS,diageo americas,28868,tanqueray gin,1750.0,24.99,6,224.94,10.5
INV-43616500051,2022-01-07,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,WAPELLO,WHITE RUM,LUXCO INC,45278,PARAMOUNT WHITE RUM,1750.0,7.5,6,67.5,10.5
INV-43674600050,2022-01-11,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263,DALLAS,AMERICAN VODKAS,LUXCO INC,36305,HAWKEYE VODKA PET,750.0,3.34,12,60.12,9.0
INV-43629800039,2022-01-10,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,JOHNSON,SPICED RUM,heaven hill brands,43024,admiral nelson spiced,375.0,2.99,24,107.76,9.0
INV-43766100174,2022-01-13,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,LINN,IMPORTED BRANDIES,REMY COINTREAU USA INC,49185,REMY MARTIN VSOP FLASK,375.0,12.52,2,37.56,0.75
INV-43766100134,2022-01-13,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,LINN,NEUTRAL GRAIN SPIRITS,LUXCO INC,41846,EVERCLEAR 151,750.0,9.0,12,162.0,9.0
INV-43676000026,2022-01-11,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,POLK,AMERICAN DISTILLED SPIRIT SPECIALTY,s&b farms distillery,77054,private first class,750.0,12.96,3,58.32,2.25
INV-43725600058,2022-01-12,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240,JOHNSON,STRAIGHT BOURBON WHISKIES,jim beam brands,20248,old crow,1750.0,10.5,12,189.0,21.0
INV-43616500098,2022-01-07,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,WAPELLO,100% AGAVE TEQUILA,BROWN FORMAN CORP.,89274,EL JIMADOR ANEJO,,14.37,6,129.36,4.5
INV-43638300033,2022-01-10,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POLK,COCKTAILS /RTD,PROXIMO,58925,JOSE CUERVO AUTHENTIC LIGHT STRAWBERRY,1750.0,8.74,6,78.66,10.5
INV-43623900061,2022-01-07,HY-VEE FOOD STORE / WEBSTER CITY,823  2ND ST,WEBSTER CITY,50595,HAMILTON,IMPORTED CORDIALS & LIQUEURS,HEAVEN HILL BRANDS,65195,HPNOTIQ,750.0,10.0,3,45.0,2.25
INV-43766100142,2022-01-13,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,LINN,AMERICAN DRY GINS,DAVOS BRANDS LLC,29119,AVIATION AMERICAN GIN,750.0,14.5,2,43.5,1.5
INV-43676200114,2022-01-11,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,POLK,AMERICAN SCHNAPPS,luxco inc,81207,paramount peppermint schnapps,1000.0,4.28,12,77.04,12.0
INV-43721600012,2022-01-12,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,STORY,STRAIGHT BOURBON WHISKIES,DIAGEO AMERICAS,17086,BULLEIT BOURBON,750.0,16.5,24,594.0,18.0
INV-43735400013,2022-01-12,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,AMERICAN DRY GINS,pernod ricard usa,32237,seagrams extra dry gin,1000.0,8.49,3,38.22,3.0
INV-43677900055,2022-01-11,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722,SCOTT,AMERICAN SCHNAPPS,phillips beverage,83363,ice hole butterscotch schnapps,750.0,5.15,12,92.76,9.0
INV-43737500142,2022-01-12,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,WHITE RUM,luxco inc,46350,hawkeye light rum,1750.0,8.5,12,153.0,21.0
INV-43671900062,2022-01-10,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,CLINTON,BLENDED WHISKIES,laird & company,23827,five star,1000.0,4.4,12,79.2,12.0
INV-43616300020,2022-01-07,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,WAPELLO,AMERICAN BRANDIES,SAZERAC COMPANY  INC,55066,MR BOSTON BLACKBERRY BRANDY,,4.5,12,81.0,9.0
INV-43678200040,2022-01-11,HY-VEE #5 / DAVENPORT,2351 W LOCUST,DAVENPORT,52804,SCOTT,COCKTAILS /RTD,proximo,58865,jose cuervo authentic raspberry margarita,1750.0,8.74,6,78.66,10.5
INV-43646300068,2022-01-10,HY-VEE #4 / DAVENPORT,4064 E 53RD ST,DAVENPORT,52807,SCOTT,IMPORTED CORDIALS & LIQUEUR,HOTALING & CO,65556,LUXARDO AMARETTO,750.0,16.48,12,296.64,9.0
INV-43634400083,2022-01-10,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,CREAM LIQUEURS,mississippi river distil,80239,iowish cream salted caramel,,10.17,12,183.12,9.0
INV-43763700017,2022-01-13,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,BREMER,IMPORTED CORDIALS & LIQUEURS,hotaling & co,67610,luxardo maraschino cherry,750.0,19.0,2,57.0,1.5
INV-43671900068,2022-01-10,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,CLINTON,WHITE RUM,bacardi usa inc,43388,castillo silver rum,1750.0,9.2,6,82.8,10.5
INV-43676200046,2022-01-11,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,POLK,IMPORTED VODKAS,william grant & sons inc,34753,reyka vodka,750.0,10.97,6,98.76,4.5
INV-43766200005,2022-01-13,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,LINN,IMPORTED CORDIALS & LIQUEUR,PATERNO IMPORTS LTD / TERLATO WINES INTERNATIONAL,66056,NONINO AMARO QUINTESSENTIA,750.0,31.31,3,140.91,2.25
INV-43735600060,2022-01-12,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,LINN,AMERICAN VODKAS,luxco inc,36304,hawkeye vodka,375.0,,10,27.9,3.75
INV-43721400099,2022-01-12,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,POLK,AMERICAN CORDIALS & LIQUEUR,heaven hill brands,76478,pama pomegranate liqueur,750.0,11.0,2,33.0,1.5
INV-43625700076,2022-01-07,HY-VEE FORT DODGE WINE AND SPIRITS,1511 2ND AVE NORTH,FORT DODGE,50501,WEBSTER,AMERICAN BRANDIES,LUXCO INC,55086,PARAMOUNT BLACKBERRY BRANDY,750.0,5.5,12,99.0,9.0
INV-43722000087,2022-01-12,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,STORY,IMPORTED DISTILLED SPIRIT SPECIALTY,SAZERAC COMPANY  INC,77487,TORTILLA GOLD DSS,1000.0,4.85,12,87.36,12.0
INV-43737500148,2022-01-12,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,AMERICAN CORDIALS & LIQUEUR,prestige wine & spirits group / united states distilled products co,75210,kinky pink,750.0,10.0,6,90.0,4.5
INV-43771600044,2022-01-13,HY-VEE #2 FOOD STORE / MASON CITY,551 S ILLINOIS AVE,MASON CITY,50401,CERRO GORD,CREAM LIQUEURS,sazerac company  inc,80458,ryans cream liqueur,1750.0,11.54,12,207.72,21.0
INV-43634500062,2022-01-10,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,LINN,GOLD RUM,luxco inc,45248,paramount gold rum,1750.0,7.5,6,67.5,10.5
INV-43753300085,2022-01-13,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,AMERICAN CORDIALS & LIQUEUR,PRESTIGE WINE & SPIRITS GROUP / UNITED STATES DISTILLED PRODUCTS CO,75210,KINKY PINK,750.0,10.0,12,180.0,9.0
INV-43616300012,2022-01-07,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,WAPELLO,CANADIAN WHISKIES,PHILLIPS BEVERAGE,14518,REVEL STOKE PEANUT BUTTER WHISKY MINI,50.0,,12,82.8,0.6
INV-43737500019,2022-01-12,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,BLENDED WHISKIES,jim beam brands,24454,kessler blend whiskey,,3.15,6,28.38,2.25
INV-43648000045,2022-01-10,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,SCOTT,SPICED RUM,DIAGEO AMERICAS,43334,CAPTAIN MORGAN ORIGINAL SPICED,375.0,5.0,6,45.0,2.25
INV-43701000004,2022-01-11,HY-VEE WINE AND SPIRITS / WATERLOO,2126 KIMBALL AVE,WATERLOO,50701,BLACK HAWK,CANADIAN WHISKIES,diageo americas,10807,crown royal regal apple,,,12,298.68,9.0
INV-43775100010,2022-01-13,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POLK,STRAIGHT RYE WHISKIES,american spirits exchange,17062,bradshaw bourbon,750.0,,42,1470.42,31.5
INV-43629700038,2022-01-10,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,IMPORTED VODKAS,BACARDI USA INC,34359,GREY GOOSE,200.0,4.5,12,81.0,2.4
INV-43737500032,2022-01-12,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,AMERICAN FLAVORED VODKA,phillips beverage,39770,uv cake mini,50.0,4.6,4,27.6,0.2
INV-43631800079,2022-01-10,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POLK,AMERICAN VODKAS,mccormick distilling co.,36904,mccormick 80prf vodka pet,375.0,1.8,24,64.8,9.0
INV-43725600001,2022-01-12,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240,JOHNSON,IMPORTED DRY GINS,bacardi usa inc,28236,bombay sapphire gin,750.0,13.5,12,243.0,9.0
INV-43951000003,2022-01-20,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,CANADIAN WHISKIES,DIAGEO AMERICAS,10809,CROWN ROYAL REGAL APPLE,1750.0,32.99,12,593.88,21.0
INV-43722000064,2022-01-12,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,STORY,AMERICAN BRANDIES,LUXCO INC,55084,PARAMOUNT BLACKBERRY BRANDY,375.0,3.55,8,42.64,3.0
INV-43737500102,2022-01-12,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,TENNESSEE WHISKIES,brown forman corp.,74801,jack daniels tennessee apple,750.0,15.57,6,140.16,4.5
INV-43775000122,2022-01-13,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POLK,AMERICAN BRANDIES,sazerac company  inc,53216,paul masson grande amber brandy vs,750.0,6.41,12,115.44,9.0
INV-43631800086,2022-01-10,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POLK,WHISKEY LIQUEUR,sazerac company  inc,64863,fireball cinnamon whiskey,200.0,2.5,48,180.0,9.6
INV-43676200013,2022-01-11,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,POLK,CANADIAN WHISKIES,phillips beverage,14515,revel stoke blackberry mini,,4.6,2,13.8,0.1
INV-43631300005,2022-01-10,HY-VEE FOOD STORE #3 / DES MOINES,3221 SE 14TH ST,DES MOINES,50315,POLK,SINGLE MALT SCOTCH,edrington group usa llc,5555,macallan double cask 12yr,750.0,34.99,3,157.47,2.25
INV-43766100082,2022-01-13,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,LINN,AMERICAN VODKAS,DIAGEO AMERICAS,78292,SMIRNOFF PEACH LEMONADE MINI,50.0,7.47,2,22.42,0.1
INV-43622800069,2022-01-07,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,2323 W BROADWAY,COUNCIL BLUFFS,51501,POTTAWATTA,TEMPORARY & SPECIALTY PACKAGES,JIM BEAM BRANDS,82599,DEKUYPER SOUR APPLE PUCKER PET,1000.0,7.87,12,141.72,12.0
INV-43720800057,2022-01-12,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POLK,AMERICAN VODKAS,SAZERAC COMPANY  INC,35315,BARTON VODKA PET,750.0,3.37,12,60.72,9.0
INV-43771600069,2022-01-13,HY-VEE #2 FOOD STORE / MASON CITY,551 S ILLINOIS AVE,MASON CITY,50401,CERRO GORD,WHISKEY LIQUEUR,sazerac company  inc,100423,fireball cinnamon whiskey 100ml carrier,,6.0,40,360.0,4.0
INV-43662500065,2022-01-10,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761,MUSCATINE,WHISKEY LIQUEUR,sazerac company  inc,65013,fireball cinnamon whiskey mini sleeve,50.0,4.3,120,774.0,6.0
INV-43638300060,2022-01-10,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POLK,AMERICAN FLAVORED VODKA,PHILLIPS BEVERAGE,39394,PRAIRIE ORGANIC APPLE PEAR GINGER FL VODKA,750.0,11.0,2,33.0,1.5
INV-43662500037,2022-01-10,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761,MUSCATINE,AMERICAN VODKAS,sazerac company  inc,35948,fleischmanns 80prf vodka,1750.0,,12,117.0,21.0
INV-43758100151,2022-01-13,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,100% AGAVE TEQUILA,infinium spirits,87879,corralejo extra anejo,750.0,,2,119.98,1.5
INV-43646400022,2022-01-10,HY-VEE #4 / DAVENPORT,4064 E 53RD ST,DAVENPORT,52807,SCOTT,SCOTCH WHISKIES,DIAGEO AMERICAS,5345,JOHNNIE WALKER RED,375.0,8.0,4,48.0,1.5
INV-43629700046,2022-01-10,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,100% AGAVE TEQUILA,DV SPIRITS LLC,64922,DULCE VIDA LIME,750.0,11.0,12,225.0,9.0
INV-43763700140,2022-01-13,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,BREMER,TRIPLE SEC,luxco inc,86250,juarez triple sec,750.0,2.67,24,96.24,18.0
INV-43681200073,2022-01-11,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,MARSHALL,STRAIGHT BOURBON WHISKIES,diageo americas,17085,bulleit bourbon,375.0,,6,71.94,2.25
INV-43629700008,2022-01-10,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,AMERICAN SCHNAPPS,JIM BEAM BRANDS,82780,DEKUYPER BUTTERSHOTS PET,750.0,6.5,12,117.0,9.0
INV-43763700123,2022-01-13,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,BREMER,IMPORTED SCHNAPPS,sazerac company  inc,69656,dr mcgillicuddys mentholmint,750.0,8.66,12,155.88,9.0
INV-43735600147,2022-01-12,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,LINN,TEMPORARY & SPECIALTY PACKAGES,proximo,100077,kraken rum w/ tiki glass,750.0,10.45,6,94.08,4.5
INV-43634500003,2022-01-10,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,LINN,AMERICAN VODKAS,diageo americas,78293,smirnoff peach lemonade,750.0,8.25,12,148.56,9.0
INV-43775000148,2022-01-13,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POLK,AMERICAN SCHNAPPS,sazerac company  inc,84171,99 bananas,100.0,0.89,48,64.32,4.8
INV-43745900052,2022-01-12,HY-VEE WINE AND SPIRITS / SPIRIT LAKE,HWY 9 & 71,SPIRIT LAKE,51360,DICKINSON,AMERICAN DISTILLED SPIRIT SPECIALTY,s&b farms distillery,77055,sir winston peach,750.0,13.01,6,117.12,4.5
INV-43676100003,2022-01-11,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,POLK,STRAIGHT BOURBON WHISKIES,sazerac company  inc,21602,eh taylor jr small batch,750.0,22.0,1,33.0,0.75
INV-43720800053,2022-01-12,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POLK,AMERICAN VODKAS,LUXCO INC,36305,HAWKEYE VODKA PET,750.0,3.34,12,60.12,9.0
INV-43753300017,2022-01-13,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,SINGLE BARREL BOURBON WHISKIES,LONELY OAK DISTILLERY,26789,STEEPLE RIDGE BOURBON SINGLE BARREL,750.0,30.0,6,270.0,4.5
INV-43625700001,2022-01-07,HY-VEE FORT DODGE WINE AND SPIRITS,1511 2ND AVE NORTH,FORT DODGE,50501,WEBSTER,CREAM LIQUEURS,E & J GALLO WINERY,73051,RUMCHATA MINI,50.0,8.87,12,159.72,0.6
INV-43758100045,2022-01-13,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,AMERICAN DRY GINS,luxco inc,29728,calvert gin,1750.0,7.25,6,65.28,10.5
INV-43676200031,2022-01-11,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,POLK,STRAIGHT RYE WHISKIES,heaven hill brands,27016,rittenhouse rye whiskey,750.0,13.5,12,243.0,9.0
INV-43758100095,2022-01-13,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,FLAVORED RUM,infinium spirits,44159,zaya rum cocobana,750.0,,2,41.94,1.5
INV-43622800100,2022-01-07,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,2323 W BROADWAY,COUNCIL BLUFFS,51501,POTTAWATTA,AMERICAN FLAVORED VODKA,PHILLIPS BEVERAGE,41604,UV GRAPE,750.0,7.0,12,126.0,9.0
INV-43676200018,2022-01-11,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,POLK,STRAIGHT BOURBON WHISKIES,diageo americas,17086,bulleit bourbon,750.0,16.5,24,594.0,18.0
INV-43632900006,2022-01-10,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,16676,BASIL HAYDEN 8YR,750.0,22.5,96,3240.0,72.0
INV-43629200001,2022-01-10,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POLK,STRAIGHT BOURBON WHISKIES,brown forman corp.,920374,sooh old forester 1910,750.0,27.99,6,251.94,4.5
